Python_Function,Description,Unit Test Cases
"def list_to_float(test_list):
  res = []
  for tup in test_list:
    temp = []
    for ele in tup:
      if ele.isalpha():
        temp.append(ele)
      else:
        temp.append(float(ele))
    res.append((temp[0],temp[1])) 
  return (str(res)) ","This function 'list_to_float' performs a specific operation.

The function 'list_to_float' takes the following parameters: test_list. It performs operations based on the parameters provided.","def test_list_to_float():
    # Add test cases for list_to_float
    assert list_to_float(...) == expected_output"
"def string_to_list(string): 
    lst = list(string.split("" "")) 
    return lst","This function 'string_to_list' performs a specific operation.

The function 'string_to_list' takes the following parameters: string. It performs operations based on the parameters provided.","def test_string_to_list():
    # Add test cases for string_to_list
    assert string_to_list(...) == expected_output"
"def search(arr,n) :
    XOR = 0
    for i in range(n) :
        XOR = XOR ^ arr[i]
    return (XOR)","This function 'search' performs a specific operation.

This function performs operations based on the parameters provided.","def test_function():
    # Add test cases
    pass"
"def max_product_tuple(list1):
    result_max = max([abs(x * y) for x, y in list1] )
    return result_max","This function 'max_product_tuple' performs a specific operation.

The function 'max_product_tuple' takes the following parameters: list1. It performs operations based on the parameters provided.","def test_max_product_tuple():
    # Add test cases for max_product_tuple
    assert max_product_tuple(...) == expected_output"
"def check_triplet(A, n, sum, count):
    if count == 3 and sum == 0:
        return True
    if count == 3 or n == 0 or sum < 0:
        return False
    return check_triplet(A, n - 1, sum - A[n - 1], count + 1) or\
           check_triplet(A, n - 1, sum, count)","This function 'check_triplet' performs a specific operation.

The function 'check_triplet' takes the following parameters: A, n, sum, count. It performs operations based on the parameters provided.","def test_check_triplet():
    # Add test cases for check_triplet
    assert check_triplet(...) == expected_output"
"MAX = 3000 
def smartNumber(n): 
	primes = [0] * MAX 
	result = [] 
	for i in range(2, MAX): 
		if (primes[i] == 0): 
			primes[i] = 1 
			j = i * 2 
			while (j < MAX): 
				primes[j] -= 1 
				if ( (primes[j] + 3) == 0): 
					result.append(j) 
				j = j + i 
	result.sort() 
	return result[n - 1] ","This function 'smartNumber' performs a specific operation.

The function 'smartNumber' takes the following parameters: n. It performs operations based on the parameters provided.","def test_smartNumber():
    # Add test cases for smartNumber
    assert smartNumber(...) == expected_output"
"def amicable_numbers_sum(limit):
    if not isinstance(limit, int):
        return ""Input is not an integer!""
    if limit < 1:
        return ""Input must be bigger than 0!""
    amicables = set()
    for num in range(2, limit+1):
        if num in amicables:
            continue
        sum_fact = sum([fact for fact in range(1, num) if num % fact == 0])
        sum_fact2 = sum([fact for fact in range(1, sum_fact) if sum_fact % fact == 0])
        if num == sum_fact2 and num != sum_fact:
            amicables.add(num)
            amicables.add(sum_fact2)
    return sum(amicables)","This function 'amicable_numbers_sum' performs a specific operation.

The function 'amicable_numbers_sum' takes the following parameters: limit. It performs operations based on the parameters provided.","def test_amicable_numbers_sum():
    # Add test cases for amicable_numbers_sum
    assert amicable_numbers_sum(...) == expected_output"
"import cmath
def angle_complex(a,b):
  cn=complex(a,b)
  angle=cmath.phase(a+b)
  return angle","This function 'angle_complex' performs a specific operation.

The function 'angle_complex' takes the following parameters: a, b. It performs operations based on the parameters provided.","def test_angle_complex():
    # Add test cases for angle_complex
    assert angle_complex(...) == expected_output"
"def find_length(string, n): 
	current_sum = 0
	max_sum = 0
	for i in range(n): 
		current_sum += (1 if string[i] == '0' else -1) 
		if current_sum < 0: 
			current_sum = 0
		max_sum = max(current_sum, max_sum) 
	return max_sum if max_sum else 0","This function 'find_length' performs a specific operation.

The function 'find_length' takes the following parameters: string, n. It performs operations based on the parameters provided.","def test_find_length():
    # Add test cases for find_length
    assert find_length(...) == expected_output"
"def sum(a,b): 
    sum = 0
    for i in range (1,min(a,b)): 
        if (a % i == 0 and b % i == 0): 
            sum += i 
    return sum","This function 'sum' performs a specific operation.

The function 'sum' takes the following parameters: a, b. It performs operations based on the parameters provided.","def test_sum():
    # Add test cases for sum
    assert sum(...) == expected_output"
"def multiply_int(x, y):
    if y < 0:
        return -multiply_int(x, -y)
    elif y == 0:
        return 0
    elif y == 1:
        return x
    else:
        return x + multiply_int(x, y - 1)","This function 'multiply_int' performs a specific operation.

The function 'multiply_int' takes the following parameters: x, y. It performs operations based on the parameters provided.","def test_multiply_int():
    # Add test cases for multiply_int
    assert multiply_int(...) == expected_output"
"def long_words(n, str):
    word_len = []
    txt = str.split("" "")
    for x in txt:
        if len(x) > n:
            word_len.append(x)
    return word_len	","This function 'long_words' performs a specific operation.

The function 'long_words' takes the following parameters: n, str. It performs operations based on the parameters provided.","def test_long_words():
    # Add test cases for long_words
    assert long_words(...) == expected_output"
"def magic_square_test(my_matrix):
    iSize = len(my_matrix[0])
    sum_list = []
    sum_list.extend([sum (lines) for lines in my_matrix])   
    for col in range(iSize):
        sum_list.append(sum(row[col] for row in my_matrix))
    result1 = 0
    for i in range(0,iSize):
        result1 +=my_matrix[i][i]
    sum_list.append(result1)      
    result2 = 0
    for i in range(iSize-1,-1,-1):
        result2 +=my_matrix[i][i]
    sum_list.append(result2)
    if len(set(sum_list))>1:
        return False
    return True","This function 'magic_square_test' performs a specific operation.

The function 'magic_square_test' takes the following parameters: my_matrix. It performs operations based on the parameters provided.","def test_magic_square_test():
    # Add test cases for magic_square_test
    assert magic_square_test(...) == expected_output"
"from collections import defaultdict
def max_occurrences(nums):
    dict = defaultdict(int)
    for i in nums:
        dict[i] += 1
    result = max(dict.items(), key=lambda x: x[1]) 
    return result","This function 'max_occurrences' performs a specific operation.

The function 'max_occurrences' takes the following parameters: nums. It performs operations based on the parameters provided.","def test_max_occurrences():
    # Add test cases for max_occurrences
    assert max_occurrences(...) == expected_output"
"def reverse_vowels(str1):
	vowels = """"
	for char in str1:
		if char in ""aeiouAEIOU"":
			vowels += char
	result_string = """"
	for char in str1:
		if char in ""aeiouAEIOU"":
			result_string += vowels[-1]
			vowels = vowels[:-1]
		else:
			result_string += char
	return result_string","This function 'reverse_vowels' performs a specific operation.

The function 'reverse_vowels' takes the following parameters: str1. It performs operations based on the parameters provided.","def test_reverse_vowels():
    # Add test cases for reverse_vowels
    assert reverse_vowels(...) == expected_output"
"def tup_string(tup1):
  str =  ''.join(tup1)
  return str","This function 'tup_string' performs a specific operation.

The function 'tup_string' takes the following parameters: tup1. It performs operations based on the parameters provided.","def test_tup_string():
    # Add test cases for tup_string
    assert tup_string(...) == expected_output"
"def sum_negativenum(nums):
  sum_negativenum = list(filter(lambda nums:nums<0,nums))
  return sum(sum_negativenum)","This function 'sum_negativenum' performs a specific operation.

The function 'sum_negativenum' takes the following parameters: nums. It performs operations based on the parameters provided.","def test_sum_negativenum():
    # Add test cases for sum_negativenum
    assert sum_negativenum(...) == expected_output"
"def check_last (arr,n,p): 
    _sum = 0
    for i in range(n): 
        _sum = _sum + arr[i] 
    if p == 1: 
        if _sum % 2 == 0: 
            return ""ODD""
        else: 
            return ""EVEN""
    return ""EVEN""
      ","This function 'check_last' performs a specific operation.

The function 'check_last' takes the following parameters: arr, n, p. It performs operations based on the parameters provided.","def test_check_last():
    # Add test cases for check_last
    assert check_last(...) == expected_output"
"def hexagonal_num(n): 
	return n*(2*n - 1) ","This function 'hexagonal_num' performs a specific operation.

The function 'hexagonal_num' takes the following parameters: n. It performs operations based on the parameters provided.","def test_hexagonal_num():
    # Add test cases for hexagonal_num
    assert hexagonal_num(...) == expected_output"
"def cal_electbill(units):
 if(units < 50):
    amount = units * 2.60
    surcharge = 25
 elif(units <= 100):
    amount = 130 + ((units - 50) * 3.25)
    surcharge = 35
 elif(units <= 200):
    amount = 130 + 162.50 + ((units - 100) * 5.26)
    surcharge = 45
 else:
    amount = 130 + 162.50 + 526 + ((units - 200) * 8.45)
    surcharge = 75
 total = amount + surcharge
 return total","This function 'cal_electbill' performs a specific operation.

The function 'cal_electbill' takes the following parameters: units. It performs operations based on the parameters provided.","def test_cal_electbill():
    # Add test cases for cal_electbill
    assert cal_electbill(...) == expected_output"
"from array import array
def zero_count(nums):
    n = len(nums)
    n1 = 0
    for x in nums:
        if x == 0:
            n1 += 1
        else:
          None
    return round(n1/n,2)","This function 'zero_count' performs a specific operation.

The function 'zero_count' takes the following parameters: nums. It performs operations based on the parameters provided.","def test_zero_count():
    # Add test cases for zero_count
    assert zero_count(...) == expected_output"
"def is_Sum_Of_Powers_Of_Two(n): 
    if (n % 2 == 1): 
        return False
    else: 
        return True","This function 'is_Sum_Of_Powers_Of_Two' performs a specific operation.

The function 'is_Sum_Of_Powers_Of_Two' takes the following parameters: n. It performs operations based on the parameters provided.","def test_is_Sum_Of_Powers_Of_Two():
    # Add test cases for is_Sum_Of_Powers_Of_Two
    assert is_Sum_Of_Powers_Of_Two(...) == expected_output"
"def circle_circumference(r):
  perimeter=2*3.1415*r
  return perimeter","This function 'circle_circumference' performs a specific operation.

The function 'circle_circumference' takes the following parameters: r. It performs operations based on the parameters provided.","def test_circle_circumference():
    # Add test cases for circle_circumference
    assert circle_circumference(...) == expected_output"
"def extract_singly(test_list):
  res = []
  temp = set()
  for inner in test_list:
    for ele in inner:
      if not ele in temp:
        temp.add(ele)
        res.append(ele)
  return (res) ","This function 'extract_singly' performs a specific operation.

The function 'extract_singly' takes the following parameters: test_list. It performs operations based on the parameters provided.","def test_extract_singly():
    # Add test cases for extract_singly
    assert extract_singly(...) == expected_output"
"def pancake_sort(nums):
    arr_len = len(nums)
    while arr_len > 1:
        mi = nums.index(max(nums[0:arr_len]))
        nums = nums[mi::-1] + nums[mi+1:len(nums)]
        nums = nums[arr_len-1::-1] + nums[arr_len:len(nums)]
        arr_len -= 1
    return nums","This function 'pancake_sort' performs a specific operation.

The function 'pancake_sort' takes the following parameters: nums. It performs operations based on the parameters provided.","def test_pancake_sort():
    # Add test cases for pancake_sort
    assert pancake_sort(...) == expected_output"
"def count_samepair(list1,list2,list3):
    result = sum(m == n == o for m, n, o in zip(list1,list2,list3))
    return result","This function 'count_samepair' performs a specific operation.

The function 'count_samepair' takes the following parameters: list1, list2, list3. It performs operations based on the parameters provided.","def test_count_samepair():
    # Add test cases for count_samepair
    assert count_samepair(...) == expected_output"
"def find_lists(Input): 
	if isinstance(Input, list): 
		return 1
	else: 
		return len(Input) ","This function 'find_lists' performs a specific operation.

The function 'find_lists' takes the following parameters: Input. It performs operations based on the parameters provided.","def test_find_lists():
    # Add test cases for find_lists
    assert find_lists(...) == expected_output"
"def sum_Pairs(arr,n): 
    sum = 0
    for i in range(n - 1,-1,-1): 
        sum += i*arr[i] - (n-1-i) * arr[i] 
    return sum","This function 'sum_Pairs' performs a specific operation.

The function 'sum_Pairs' takes the following parameters: arr, n. It performs operations based on the parameters provided.","def test_sum_Pairs():
    # Add test cases for sum_Pairs
    assert sum_Pairs(...) == expected_output"
"def max_Abs_Diff(arr,n): 
    minEle = arr[0] 
    maxEle = arr[0] 
    for i in range(1, n): 
        minEle = min(minEle,arr[i]) 
        maxEle = max(maxEle,arr[i]) 
    return (maxEle - minEle) ","This function 'max_Abs_Diff' performs a specific operation.

The function 'max_Abs_Diff' takes the following parameters: arr, n. It performs operations based on the parameters provided.","def test_max_Abs_Diff():
    # Add test cases for max_Abs_Diff
    assert max_Abs_Diff(...) == expected_output"
"def ascii_value_string(str1):
  for i in range(len(str1)):
   return ord(str1[i])","This function 'ascii_value_string' performs a specific operation.

The function 'ascii_value_string' takes the following parameters: str1. It performs operations based on the parameters provided.","def test_ascii_value_string():
    # Add test cases for ascii_value_string
    assert ascii_value_string(...) == expected_output"
"def max_path_sum(tri, m, n): 
	for i in range(m-1, -1, -1): 
		for j in range(i+1): 
			if (tri[i+1][j] > tri[i+1][j+1]): 
				tri[i][j] += tri[i+1][j] 
			else: 
				tri[i][j] += tri[i+1][j+1] 
	return tri[0][0]","This function 'max_path_sum' performs a specific operation.

The function 'max_path_sum' takes the following parameters: tri, m, n. It performs operations based on the parameters provided.","def test_max_path_sum():
    # Add test cases for max_path_sum
    assert max_path_sum(...) == expected_output"
"def sum_digits_single(x) : 
    ans = 0
    while x : 
        ans += x % 10
        x //= 10  
    return ans 
def closest(x) : 
    ans = 0
    while (ans * 10 + 9 <= x) : 
        ans = ans * 10 + 9  
    return ans   
def sum_digits_twoparts(N) : 
    A = closest(N)  
    return sum_digits_single(A) + sum_digits_single(N - A) ","This function 'sum_digits_single' performs a specific operation.

This function performs operations based on the parameters provided.","def test_function():
    # Add test cases
    pass"
"def longest_subseq_with_diff_one(arr, n): 
	dp = [1 for i in range(n)] 
	for i in range(n): 
		for j in range(i): 
			if ((arr[i] == arr[j]+1) or (arr[i] == arr[j]-1)): 
				dp[i] = max(dp[i], dp[j]+1) 
	result = 1
	for i in range(n): 
		if (result < dp[i]): 
			result = dp[i] 
	return result","This function 'longest_subseq_with_diff_one' performs a specific operation.

The function 'longest_subseq_with_diff_one' takes the following parameters: arr, n. It performs operations based on the parameters provided.","def test_longest_subseq_with_diff_one():
    # Add test cases for longest_subseq_with_diff_one
    assert longest_subseq_with_diff_one(...) == expected_output"
"def does_Contain_B(a,b,c): 
    if (a == b): 
        return True
    if ((b - a) * c > 0 and (b - a) % c == 0): 
        return True
    return False","This function 'does_Contain_B' performs a specific operation.

The function 'does_Contain_B' takes the following parameters: a, b, c. It performs operations based on the parameters provided.","def test_does_Contain_B():
    # Add test cases for does_Contain_B
    assert does_Contain_B(...) == expected_output"
"def gcd(p,q):
    while q != 0:
        p, q = q,p%q
    return p
def is_coprime(x,y):
    return gcd(x,y) == 1","This function 'gcd' performs a specific operation.

The function 'gcd' takes the following parameters: p, q. It performs operations based on the parameters provided.","def test_gcd():
    # Add test cases for gcd
    assert gcd(...) == expected_output"
"def merge(a,b):
    c = []
    while len(a) != 0 and len(b) != 0:
        if a[0] < b[0]:
            c.append(a[0])
            a.remove(a[0])
        else:
            c.append(b[0])
            b.remove(b[0])
    if len(a) == 0:
        c += b
    else:
        c += a
    return c
def merge_sort(x):
    if len(x) == 0 or len(x) == 1:
        return x
    else:
        middle = len(x)//2
        a = merge_sort(x[:middle])
        b = merge_sort(x[middle:])
        return merge(a,b)
","This function 'merge' performs a specific operation.

The function 'merge' takes the following parameters: a, b. It performs operations based on the parameters provided.","def test_merge():
    # Add test cases for merge
    assert merge(...) == expected_output"
"def parabola_vertex(a, b, c): 
  vertex=(((-b / (2 * a)),(((4 * a * c) - (b * b)) / (4 * a))))
  return vertex","This function 'parabola_vertex' performs a specific operation.

The function 'parabola_vertex' takes the following parameters: a, b, c. It performs operations based on the parameters provided.","def test_parabola_vertex():
    # Add test cases for parabola_vertex
    assert parabola_vertex(...) == expected_output"
"def specified_element(nums, N):
    result = [i[N] for i in nums]
    return result","This function 'specified_element' performs a specific operation.

The function 'specified_element' takes the following parameters: nums, N. It performs operations based on the parameters provided.","def test_specified_element():
    # Add test cases for specified_element
    assert specified_element(...) == expected_output"
"def even_bit_toggle_number(n) : 
    res = 0; count = 0; temp = n 
    while (temp > 0) :     
        if (count % 2 == 1) : 
            res = res | (1 << count)      
        count = count + 1
        temp >>= 1 
    return n ^ res ","This function 'even_bit_toggle_number' performs a specific operation.

This function performs operations based on the parameters provided.","def test_function():
    # Add test cases
    pass"
"def tuple_int_str(tuple_str):
    result = tuple((int(x[0]), int(x[1])) for x in tuple_str)
    return result","This function 'tuple_int_str' performs a specific operation.

The function 'tuple_int_str' takes the following parameters: tuple_str. It performs operations based on the parameters provided.","def test_tuple_int_str():
    # Add test cases for tuple_int_str
    assert tuple_int_str(...) == expected_output"
"from itertools import groupby
def encode_list(list1):
    return [[len(list(group)), key] for key, group in groupby(list1)]","This function 'encode_list' performs a specific operation.

The function 'encode_list' takes the following parameters: list1. It performs operations based on the parameters provided.","def test_encode_list():
    # Add test cases for encode_list
    assert encode_list(...) == expected_output"
"def min_Ops(arr,n,k): 
    max1 = max(arr) 
    res = 0
    for i in range(0,n):  
        if ((max1 - arr[i]) % k != 0): 
            return -1 
        else: 
            res += (max1 - arr[i]) / k 
    return int(res) ","This function 'min_Ops' performs a specific operation.

The function 'min_Ops' takes the following parameters: arr, n, k. It performs operations based on the parameters provided.","def test_min_Ops():
    # Add test cases for min_Ops
    assert min_Ops(...) == expected_output"
"def month_season(month,days):
 if month in ('January', 'February', 'March'):
	 season = 'winter'
 elif month in ('April', 'May', 'June'):
	 season = 'spring'
 elif month in ('July', 'August', 'September'):
	 season = 'summer'
 else:
	 season = 'autumn'
 if (month == 'March') and (days > 19):
	 season = 'spring'
 elif (month == 'June') and (days > 20):
	 season = 'summer'
 elif (month == 'September') and (days > 21):
	 season = 'autumn'
 elif (month == 'October') and (days > 21):
	 season = 'autumn'
 elif (month == 'November') and (days > 21):
	 season = 'autumn'
 elif (month == 'December') and (days > 20):
	 season = 'winter'
 return season","This function 'month_season' performs a specific operation.

The function 'month_season' takes the following parameters: month, days. It performs operations based on the parameters provided.","def test_month_season():
    # Add test cases for month_season
    assert month_season(...) == expected_output"
"def solution (a, b, n): 
	i = 0
	while i * a <= n: 
		if (n - (i * a)) % b == 0: 
			return (""x = "",i ,"", y = "", 
			int((n - (i * a)) / b)) 
			return 0
		i = i + 1
	return (""No solution"") ","This function 'solution' performs a specific operation.

The function 'solution' takes the following parameters: a, b, n. It performs operations based on the parameters provided.","def test_solution():
    # Add test cases for solution
    assert solution(...) == expected_output"
"def remove_elements(list1, list2):
    result = [x for x in list1 if x not in list2]
    return result","This function 'remove_elements' performs a specific operation.

The function 'remove_elements' takes the following parameters: list1, list2. It performs operations based on the parameters provided.","def test_remove_elements():
    # Add test cases for remove_elements
    assert remove_elements(...) == expected_output"
"def sum_series(n):
  if n < 1:
    return 0
  else:
    return n + sum_series(n - 2)","This function 'sum_series' performs a specific operation.

The function 'sum_series' takes the following parameters: n. It performs operations based on the parameters provided.","def test_sum_series():
    # Add test cases for sum_series
    assert sum_series(...) == expected_output"
"from math import tan, pi
def area_polygon(s,l):
  area = s * (l ** 2) / (4 * tan(pi / s))
  return area","This function 'area_polygon' performs a specific operation.

The function 'area_polygon' takes the following parameters: s, l. It performs operations based on the parameters provided.","def test_area_polygon():
    # Add test cases for area_polygon
    assert area_polygon(...) == expected_output"
"import math 
def divSum(n): 
    sum = 1; 
    i = 2; 
    while(i * i <= n): 
        if (n % i == 0): 
            sum = (sum + i +math.floor(n / i)); 
        i += 1; 
    return sum; 
def areEquivalent(num1,num2): 
    return divSum(num1) == divSum(num2); ","This function 'divSum' performs a specific operation.

The function 'divSum' takes the following parameters: n. It performs operations based on the parameters provided.","def test_divSum():
    # Add test cases for divSum
    assert divSum(...) == expected_output"
"def count_char_position(str1): 
    count_chars = 0
    for i in range(len(str1)):
        if ((i == ord(str1[i]) - ord('A')) or 
            (i == ord(str1[i]) - ord('a'))): 
            count_chars += 1
    return count_chars ","This function 'count_char_position' performs a specific operation.

The function 'count_char_position' takes the following parameters: str1. It performs operations based on the parameters provided.","def test_count_char_position():
    # Add test cases for count_char_position
    assert count_char_position(...) == expected_output"
"def find_even_Pair(A,N): 
    evenPair = 0
    for i in range(0,N): 
        for j in range(i+1,N): 
            if ((A[i] ^ A[j]) % 2 == 0): 
                evenPair+=1
    return evenPair; ","This function 'find_even_Pair' performs a specific operation.

The function 'find_even_Pair' takes the following parameters: A, N. It performs operations based on the parameters provided.","def test_find_even_Pair():
    # Add test cases for find_even_Pair
    assert find_even_Pair(...) == expected_output"
"def next_Power_Of_2(n): 
    count = 0; 
    if (n and not(n & (n - 1))): 
        return n   
    while( n != 0): 
        n >>= 1
        count += 1
    return 1 << count; ","This function 'next_Power_Of_2' performs a specific operation.

The function 'next_Power_Of_2' takes the following parameters: n. It performs operations based on the parameters provided.","def test_next_Power_Of_2():
    # Add test cases for next_Power_Of_2
    assert next_Power_Of_2(...) == expected_output"
"def frequency(a,x): 
    count = 0  
    for i in a: 
        if i == x: count += 1
    return count ","This function 'frequency' performs a specific operation.

The function 'frequency' takes the following parameters: a, x. It performs operations based on the parameters provided.","def test_frequency():
    # Add test cases for frequency
    assert frequency(...) == expected_output"
"def get_pell(n): 
	if (n <= 2): 
		return n 
	a = 1
	b = 2
	for i in range(3, n+1): 
		c = 2 * b + a 
		a = b 
		b = c 
	return b ","This function 'get_pell' performs a specific operation.

The function 'get_pell' takes the following parameters: n. It performs operations based on the parameters provided.","def test_get_pell():
    # Add test cases for get_pell
    assert get_pell(...) == expected_output"
"def sum_range_list(list1, m, n):                                                                                                                                                                                                
    sum_range = 0                                                                                                                                                                                                         
    for i in range(m, n+1, 1):                                                                                                                                                                                        
        sum_range += list1[i]                                                                                                                                                                                                  
    return sum_range   ","This function 'sum_range_list' performs a specific operation.

The function 'sum_range_list' takes the following parameters: list1, m, n. It performs operations based on the parameters provided.","def test_sum_range_list():
    # Add test cases for sum_range_list
    assert sum_range_list(...) == expected_output"
"import math
def perimeter_pentagon(a):
  perimeter=(5*a)
  return perimeter","This function 'perimeter_pentagon' performs a specific operation.

The function 'perimeter_pentagon' takes the following parameters: a. It performs operations based on the parameters provided.","def test_perimeter_pentagon():
    # Add test cases for perimeter_pentagon
    assert perimeter_pentagon(...) == expected_output"
"def count_occurance(s):
  count=0
  for i in range(len(s)):
    if (s[i]== 's' and s[i+1]=='t' and s[i+2]== 'd'):
      count = count + 1
  return count","This function 'count_occurance' performs a specific operation.

The function 'count_occurance' takes the following parameters: s. It performs operations based on the parameters provided.","def test_count_occurance():
    # Add test cases for count_occurance
    assert count_occurance(...) == expected_output"
"import re
def remove_splchar(text): 
 pattern = re.compile('[\W_]+')
 return (pattern.sub('', text))","This function 'remove_splchar' performs a specific operation.

The function 'remove_splchar' takes the following parameters: text. It performs operations based on the parameters provided.","def test_remove_splchar():
    # Add test cases for remove_splchar
    assert remove_splchar(...) == expected_output"
"def group_keyvalue(l):
    result = {}
    for k, v in l:
         result.setdefault(k, []).append(v)
    return result","This function 'group_keyvalue' performs a specific operation.

The function 'group_keyvalue' takes the following parameters: l. It performs operations based on the parameters provided.","def test_group_keyvalue():
    # Add test cases for group_keyvalue
    assert group_keyvalue(...) == expected_output"
"def is_valid_parenthese( str1):
        stack, pchar = [], {""("": "")"", ""{"": ""}"", ""["": ""]""}
        for parenthese in str1:
            if parenthese in pchar:
                stack.append(parenthese)
            elif len(stack) == 0 or pchar[stack.pop()] != parenthese:
                return False
        return len(stack) == 0","This function 'is_valid_parenthese' performs a specific operation.

The function 'is_valid_parenthese' takes the following parameters: str1. It performs operations based on the parameters provided.","def test_is_valid_parenthese():
    # Add test cases for is_valid_parenthese
    assert is_valid_parenthese(...) == expected_output"
"def perimeter_triangle(a,b,c):
  perimeter=a+b+c
  return perimeter","This function 'perimeter_triangle' performs a specific operation.

The function 'perimeter_triangle' takes the following parameters: a, b, c. It performs operations based on the parameters provided.","def test_perimeter_triangle():
    # Add test cases for perimeter_triangle
    assert perimeter_triangle(...) == expected_output"
"def answer(L,R): 
    if (2 * L <= R): 
        return (L ,2*L)
    else: 
        return (-1) ","This function 'answer' performs a specific operation.

The function 'answer' takes the following parameters: L, R. It performs operations based on the parameters provided.","def test_answer():
    # Add test cases for answer
    assert answer(...) == expected_output"
"import re
def string_literals(patterns,text):
  for pattern in patterns:
     if re.search(pattern,  text):
       return ('Matched!')
     else:
       return ('Not Matched!')","This function 'string_literals' performs a specific operation.

The function 'string_literals' takes the following parameters: patterns, text. It performs operations based on the parameters provided.","def test_string_literals():
    # Add test cases for string_literals
    assert string_literals(...) == expected_output"
"def is_num_keith(x): 
	terms = [] 
	temp = x 
	n = 0 
	while (temp > 0): 
		terms.append(temp % 10) 
		temp = int(temp / 10) 
		n+=1 
	terms.reverse() 
	next_term = 0 
	i = n 
	while (next_term < x): 
		next_term = 0 
		for j in range(1,n+1): 
			next_term += terms[i - j] 
		terms.append(next_term) 
		i+=1 
	return (next_term == x) ","This function 'is_num_keith' performs a specific operation.

The function 'is_num_keith' takes the following parameters: x. It performs operations based on the parameters provided.","def test_is_num_keith():
    # Add test cases for is_num_keith
    assert is_num_keith(...) == expected_output"
"from math import radians, sin, cos, acos
def distance_lat_long(slat,slon,elat,elon):
 dist = 6371.01 * acos(sin(slat)*sin(elat) + cos(slat)*cos(elat)*cos(slon - elon))
 return dist","This function 'distance_lat_long' performs a specific operation.

The function 'distance_lat_long' takes the following parameters: slat, slon, elat, elon. It performs operations based on the parameters provided.","def test_distance_lat_long():
    # Add test cases for distance_lat_long
    assert distance_lat_long(...) == expected_output"
"def common_prefix_util(str1, str2): 
	result = """"; 
	n1 = len(str1) 
	n2 = len(str2) 
	i = 0
	j = 0
	while i <= n1 - 1 and j <= n2 - 1: 
		if (str1[i] != str2[j]): 
			break
		result += str1[i] 
		i += 1
		j += 1
	return (result) 
def common_prefix (arr, n): 
	prefix = arr[0] 
	for i in range (1, n): 
		prefix = common_prefix_util(prefix, arr[i]) 
	return (prefix) ","This function 'common_prefix_util' performs a specific operation.

The function 'common_prefix_util' takes the following parameters: str1, str2. It performs operations based on the parameters provided.","def test_common_prefix_util():
    # Add test cases for common_prefix_util
    assert common_prefix_util(...) == expected_output"
"import re
def find_character(string):
  uppercase_characters = re.findall(r""[A-Z]"", string) 
  lowercase_characters = re.findall(r""[a-z]"", string) 
  numerical_characters = re.findall(r""[0-9]"", string) 
  special_characters = re.findall(r""[, .!?]"", string) 
  return uppercase_characters, lowercase_characters, numerical_characters, special_characters","This function 'find_character' performs a specific operation.

The function 'find_character' takes the following parameters: string. It performs operations based on the parameters provided.","def test_find_character():
    # Add test cases for find_character
    assert find_character(...) == expected_output"
"def count_pairs(arr, n, k):
  count=0;
  for i in range(0,n):
    for j in range(i+1, n):
      if arr[i] - arr[j] == k or arr[j] - arr[i] == k:
        count += 1
  return count","This function 'count_pairs' performs a specific operation.

The function 'count_pairs' takes the following parameters: arr, n, k. It performs operations based on the parameters provided.","def test_count_pairs():
    # Add test cases for count_pairs
    assert count_pairs(...) == expected_output"
"def greater_specificnum(list,num):
 greater_specificnum=all(x >= num for x in list)
 return greater_specificnum","This function 'greater_specificnum' performs a specific operation.

The function 'greater_specificnum' takes the following parameters: list, num. It performs operations based on the parameters provided.","def test_greater_specificnum():
    # Add test cases for greater_specificnum
    assert greater_specificnum(...) == expected_output"
"def parabola_focus(a, b, c): 
  focus= (((-b / (2 * a)),(((4 * a * c) - (b * b) + 1) / (4 * a))))
  return focus","This function 'parabola_focus' performs a specific operation.

The function 'parabola_focus' takes the following parameters: a, b, c. It performs operations based on the parameters provided.","def test_parabola_focus():
    # Add test cases for parabola_focus
    assert parabola_focus(...) == expected_output"
"import re
def check_literals(text, patterns):
  for pattern in patterns:
    if re.search(pattern,  text):
        return ('Matched!')
    else:
        return ('Not Matched!')","This function 'check_literals' performs a specific operation.

The function 'check_literals' takes the following parameters: text, patterns. It performs operations based on the parameters provided.","def test_check_literals():
    # Add test cases for check_literals
    assert check_literals(...) == expected_output"
"def longest_common_subsequence(X, Y, m, n): 
    if m == 0 or n == 0: 
       return 0 
    elif X[m-1] == Y[n-1]: 
       return 1 + longest_common_subsequence(X, Y, m-1, n-1) 
    else: 
       return max(longest_common_subsequence(X, Y, m, n-1), longest_common_subsequence(X, Y, m-1, n))","This function 'longest_common_subsequence' performs a specific operation.

The function 'longest_common_subsequence' takes the following parameters: X, Y, m, n. It performs operations based on the parameters provided.","def test_longest_common_subsequence():
    # Add test cases for longest_common_subsequence
    assert longest_common_subsequence(...) == expected_output"
"def prod_Square(n):
    for i in range(2,(n) + 1):
        if (i*i < (n+1)):
            for j in range(2,n + 1):
                if ((i*i*j*j) == n):
                    return True;
    return False;","This function 'prod_Square' performs a specific operation.

The function 'prod_Square' takes the following parameters: n. It performs operations based on the parameters provided.","def test_prod_Square():
    # Add test cases for prod_Square
    assert prod_Square(...) == expected_output"
